id,genres,app_name,release_date
33120,RPG,Alien Shooter 2: Reloaded,2009-03-14
567900,RPG,The Metronomicon - Deck the Dubstep,2016-12-22
407720,Casual,Poker Pretty Girls Battle: Texas Hold'em,2015-10-21
392646,Strategy,"NOBUNAGA'S AMBITION: SoI - Scenario 8 ""The One-eyed Dragon""",2015-09-01
33660,Casual,Ziro,2010-05-28
278620,Action,TinyKeep,2014-09-29
459460,Action,Sherlock Holmes: The Devil's Daughter Costume Pack,2016-06-10
517290,Casual,Just Deserts - Swimwear Set,2016-08-24
455960,Casual,Domain Defense,2016-07-14
523660,Action,HYPERCHARGE: Unboxed,2017-06-21
404284,Simulation,Construction Simulator 2015: Liebherr A 918,2017-06-22
396660,Strategy,Tahira: Echoes of the Astral Empire,2016-08-31
560090,RPG,"Fantasy Grounds - Map Adventures #2 - Plains, Deserts, & Caverns (Map Pack)",2016-12-01
6810,Action,Commandos: Beyond the Call of Duty,1999-04-07
241373,Strategy,Europa Universalis IV: Songs of Yuletide,2013-12-20
358070,Indie,Earthtongue,2015-04-27
525011,Adventure,Watch_Dogs® 2 - Root Access Pack,2016-12-06
376410,Indie,Acaratus,2016-02-25
397420,Casual,Hoyle Official Card Games,2015-11-18
463780,Indie,Lion Quest Soundtrack,2016-07-11
285740,Simulation,Kitty Powers' Matchmaker,2015-04-22
226672,Simulation,Crusader Kings II: Saxon Unit Pack,2014-02-14
711742,Simulation,Football Manager Touch 2018 - Son Generated,2017-11-09
697730,Casual,Escape Fantasy,2017-09-17
27200,Sports,Summer Athletics,2008-07-04
489950,Adventure,1917 - The Alien Invasion - Soundtrack OST,2016-06-10
736230,Simulation,Salt Thrust,2017-11-03
413760,Casual,Go To Bed: Survive The Night,2015-10-28
258383,Casual,Rocksmith® 2014 – Radiohead Song Pack,2013-11-22
713690,Action,"Cook, Serve, Delicious! 2!! Original Soundtrack",2017-09-26
371430,Strategy,Space Grunts,2016-01-12
473800,Action,Bullet Life 2010,2010-09-10
505140,Indie,Tribe Of Pok,2016-08-23
523821,Indie,Shiny - Digital Artbook,2016-08-31
590290,Free to Play,Canvas The Gallery - Artist Pack,2017-02-13
527407,Indie,Honey Rose - Above and Beyond Tier,2016-09-29
629620,Indie,Ruin of the Reckless - Soundtrack,2017-04-26
642780,Simulation,Music - Europa Universalis IV: The Rus Awakening,2017-06-14
471897,Simulation,FSX Steam Edition: Randers Airport Add-On,2016-07-19
595340,Adventure,Turn Around,2017-02-28
409192,Design &amp; Illustration,ePic Character Generator - Season #1: Elf Male,2015-11-04
334510,Indie,eXceed - Gun Bullet Children Original Soundtrack,2014-11-26
543910,Adventure,"World of DASM, DASM Spell Quest",2017-06-05
323120,Free to Play,Free to Play Soundtrack,2014-09-24
492750,RPG,FORCED SHOWDOWN - Drone Invasion,2016-07-31
265930,Casual,Goat Simulator,2014-04-01
248550,Action,Megabyte Punch,2013-10-15
578680,Indie,Frog Hop Soundtrack,2017-02-23
360426,Strategy,Fantasy Grounds - D&D Monster Pack - Monstrosities,2015-04-07
678230,Action,Abstract Arena,2017-08-03
37220,Simulation,Cooking Dash®,2009-08-12
693190,Indie,Survival driver 2: Heavy vehicles,2017-08-23
351250,Indie,Avalanche 2: Super Avalanche,2015-06-11
346920,Indie,Undead Shadows,2015-02-02
667290,Strategy,World War II Online - STARTER,2001-06-06
498730,Adventure,Army of Tentacles: San Diego Comic Con 2016 Quest & Item Pack,2016-07-18
342751,Casual,Rocksmith® 2014 – Warrant - “Cherry Pie”,2015-01-20
691510,Action,Bloons TD 5 - Military Bomb Tower Skin,2017-08-29
386590,Adventure,Novus Inceptio,2015-10-05
367110,Adventure,Dustbowl,2015-05-18
441780,RPG,Devilian: Hero Pack,2016-02-09
731820,Action,Final Storm,2017-11-02
467980,Sports,Assetto corsa - Japanese Pack,2016-05-18
512060,Indie,Stay! Stay! Democratic People's Republic of Korea!,2017-05-11
661800,Casual,Mad Muzzles,2017-07-19
349280,Software Training,Panda School Browser,2015-05-22
480480,Action,Slash or Die,2016-06-03
341870,Indie,TEMBO THE BADASS ELEPHANT,2015-07-21
22600,Strategy,Worms Reloaded,2010-08-26
580731,Casual,911 Operator - Every Life Matters,2017-12-07
769150,Casual,Casino Slot Machines,2017-12-26
363490,RPG,Escape Machines,2015-04-14
342310,Early Access,RIOT - Civil Unrest,2017-12-06
496610,Indie,Push The Crate,2016-07-12
511110,Indie,DodgeBall Blitz,2016-09-02
238900,Indie,Skyward Collapse: Nihon no Mura,2013-08-27
644800,Indie,SpacerX - Dome Survivals,2017 Q4
602180,Casual,Free Towns,2017-03-24
222101,Casual,Rocksmith - Violent Femmes - Blister in the Sun,2013-03-05
269530,Massively Multiplayer,Voice of Pripyat,2014-11-19
334140,Indie,Roche Fusion,2015-01-23
369700,Action,Tanzia,2017-04-27
367340,Action,FleetCOMM,2016-05-23
206148,Casual,Rocksmith - Queen 5-Song Pack,2012-10-16
298850,RPG,Millennium 5 - The Battle of the Millennium,2014-11-07
56432,Strategy,"Warhammer 40,000: Dawn of War II - Retribution Eldar Race Pack",2011-02-28
637920,Strategy,Weather Lord,2017-06-08
385650,Action,Yatagarasu Attack on Cataclysm Original Soundtrack,2015-07-07
734870,Early Access,"Houston, We Have Spinach!",2017-11-24
358030,RPG,Another Star,2014-03-20
485141,Simulation,Zaccaria Pinball - Universe Table,2016-06-16
420900,Indie,Mech Anarchy,2016-03-15
489720,Action,Conga Master,2016-09-14
384910,Indie,Last Half of Darkness - Society of the Serpent Moon,2011-02-10
425410,Indie,Road to Ballhalla,2016-08-05
401490,Casual,STAR-BOX - 'Galaxy Pet Store',2015-09-08
450811,Strategy,Mordheim: City of the Damned - Doomweaver,2016-04-14
529470,Adventure,Pankapu - Official Soundtrack,2016-09-21
616970,Strategy,Oddworld: Stranger's Wrath - Soundtrack (Volume One),2017-06-26
500214,Simulation,Train Simulator: Rebuilt Bulleid Light Pacific Steam Loco Add-On,2017-07-27
207610,Adventure,The Walking Dead,2012-04-24
607670,RPG,Puzzle Guardians,2017-04-18
611922,Strategy,Extra Character (Female #3) + Item Pack for Arcane RE-Raise,2017-04-03
333110,Action,Phantom Breaker: Battle Grounds - Kurisu Makise + Level 99 Pack,2015-03-13
446270,Massively Multiplayer,UnnyWorld - Battle Royale,2017-07-26
219092,Action,Call of Duty®: Black Ops II - Nuketown Zombies Map,2013-04-12
657790,Indie,Defense of Roman Britain,2017-07-22
524990,Casual,Microcosmum: survival of cells - Soundtrack,2016-09-02
667690,Sports,Bedlamball,Q4 2017
348440,Indie,Quell Memento,2015-05-14
388140,Simulation,Strategic Command Classic: WWI,2011-03-01
329480,Adventure,Snow Light,2014-08-15
548290,Massively Multiplayer,Dark Eden,2016-11-28
380840,Free to Play,Teeworlds,2007-05-27
341110,Adventure,Unraveled: Tale of the Shipbreaker's Daughter,2017
738830,Design &amp; Illustration,Atlas Tile Editor (ATE),2017-10-31
515171,Casual,Iron Sea - Lost Land,2016-10-06
594570,Strategy,Total War: WARHAMMER II,2017-09-28
9420,Strategy,Supreme Commander: Forged Alliance,2011-09-28
9900,Free to Play,Star Trek Online,2010-02-02
708780,Casual,Slam Fighter II,2017-11-17
365300,Action,Transmissions: Element 120,2016-06-16
686990,Indie,White Day - Beachwear Costume - Ji-Hyeon Seol,2017-08-22
620740,RPG,Superdimension Neptune VS Sega Hard Girls - EXP Expert | 仕様書 入手経験値超絶アップ | 所獲經驗值超絕上升,2017-06-12
699450,Indie,Simulator hipstera 2k17,2017-10-25
555790,Strategy,Fantasy Grounds - Lankhmar: City of Thieves (Savage Worlds),2016-11-10
256240,Adventure,Deadly Premonition: The Director's Cut - Original Soundtrack,2013-10-29
706440,Action,Cyborg Arena,2017-11-28
384360,Indie,Fingered,2015-08-18
552990,Massively Multiplayer,World of Warships,2017-11-15
463190,Casual,'n Verlore Verstand Soundtrack,2016-05-10
314180,Action,Deathsmiles,2016-03-10
316660,Strategy,Toast Time,2014-08-27
577450,Action,ABZU - Official Soundtrack,2017-02-03
565350,Indie,FourChords Guitar Karaoke - Kodaline,2016-12-06
371310,RPG,Karos Returns,2017-02-02
598770,Action,World of One - Soundtrack,2017-06-08
684410,Strategy,Bridge Constructor Portal,2017-12-20
381200,Strategy,Gary Grigsby's War in the East: Lost Battles,2013-03-16
300790,RPG,Fantasy Grounds Demo,2014-05-08
461230,Action,Dashy Square,2016-04-26
341020,Action,Chronicles of Teddy,2015-04-02
317280,RPG,Solstice,2016-03-23
434020,Indie,Last Hope - Tower Defense,2016-04-13
485144,Simulation,Zaccaria Pinball - Wood's Queen Table,2016-06-16
317470,Free to Play,Cubic Castles,2014-08-13
666600,Casual,Zombie Town,2017-08-01
517330,Casual,Stellar Interface,2017-11-21
498790,Simulation,Insanity Clicker - Collection Pack,2016-07-08
530740,Indie,Spareware,2016-10-10
596520,Action,Please - Soundtrack,2017-10-19
457830,Strategy,Hexters - Soundtrack,2017-12-15
282740,Indie,Organic Panic,2014-05-14
282860,Simulation,Masterspace,2015-06-15
204180,Indie,Waveform,2012-03-20
323510,Strategy,WAKFU - Excarnus Pack,2014-09-18
35800,Indie,BRAINPIPE: A Plunge to Unhumanity,2008-12-24
547070,Simulation,Particle Fleet: Emergence - Corporate Bonus,2016-11-03
583660,Adventure,Dark Project,2017-02-02
270230,Indie,Prominence,2015-11-06
315660,Simulation,Trainz: A New Era,2015-05-14
456510,Indie,Gun Rocket - Soundtrack,2016-05-02
284500,Free to Play,Dragons and Titans - Titan Pass,2014-09-10
592422,Strategy,"Games of Glory - ""Gladiators Pack""",2017-04-25
702412,Casual,Eight-Minute Empire: Archipelago of Azra Map,2017-09-05
718910,Action,Vitamin Girl,2017-10-11
476392,Strategy,Forge of Gods: Team of Justice Pack,2016-08-24
40135,Strategy,Supreme Commander 2: Infinite War Battle Pack,2010-09-28
24440,RPG,King Arthur: Knights and Vassals DLC,2010-01-19
598710,Adventure,ICEY - UCEY's Awakening,2017-02-26
713100,Simulation,StockUp,2017-09-08
662540,Indie,Haque,2017-11-22
637811,Casual,Rocksmith® 2014 Edition – Remastered – Johnny Cash - “Give My Love to Rose”,2017-12-19
111915,Strategy,Guardians of Middle-earth: The Tactician Bundle,2013-08-29
396170,Action,HELLDIVERS™ - Entrenched Pack,2015-12-07
425980,Free to Play,Devilian: Revival Pack,2015-12-10
259570,Early Access,EDEN STAR,2015-01-30
494980,Action,Wondership Q,2016-07-18
308170,Indie,Hegemony Rome: The Rise of Caesar - Bannermen Pack,2014-09-04
695110,Casual,Twickles,2017-09-28
573511,Casual,MapleStory Pet Pack,2017-06-19
611924,Casual,Extra Character (Male #1) + Item Pack for Arcane RE-Raise,2017-04-03
365970,RPG,Pixel Piracy OST,2015-06-10
633060,Adventure,Orwell: Ignorance is Strength,Datachunks conflicted. Be vigiliant.
689750,Simulation,Youtubers Clicker,2017-08-15
306890,Indie,Awesomenauts - Grim Genji Skin,2014-08-28
590242,Casual,Rocksmith® 2014 Edition – Remastered – Kiss - “Lick It Up”,2017-06-20
573670,Strategy,Adelantado Trilogy. Book Two,2017-12-01
449060,Casual,Cellar,2016-03-23
557970,Adventure,Teria,2017-01-17
350520,Indie,The Lady - Soundtrack,2015-02-12
331200,Simulation,Grass Simulator,2015-04-01
593130,Indie,Fantasy Grounds - Horror's Heart (Call of Cthulhu),2017-02-13
397810,Action,Super Bomb Rush!,2017-04-20
693650,Strategy,LOGistICAL: Italy,2017-08-22
352050,Simulation,Chesster,2016-03-17
547980,RPG,Equin: The Lantern,2016-08-27
425930,Indie,Essential Boats,2015-12-09
691600,Strategy,Mission 1545,2017-12-01
363950,Action,Windscape,2016-09-01
432580,Indie,Super Bomb Rush! - Official Soundtrack,2016-02-09
637701,Casual,Rocksmith® 2014 Edition – Remastered – Supergrass - “Alright”,2017-07-18
751590,RPG,Dinosaurs A Prehistoric Adventure,2017-12-17
431430,Adventure,Nomad - Premium,2016-04-15
750620,Indie,Naughty Elves,2017-12-07
417190,Indie,Астролорды: Быстрый старт,2015-11-24
465340,Casual,Abrix the robot - bonus soundtrack DLC,2016-04-29
721740,Casual,Sea Of Fatness: Save Humanity Together,2017-10-20
318870,Adventure,Lara Croft and the Temple of Osiris - Deus Ex Pack,2015-01-13
318401,Adventure,Middle-earth: Shadow of Mordor - Test of Wisdom,2014-10-21
386560,Action,Psycho Starship Rampage,2015-09-28
530780,Strategy,Expansion - Crusader Kings II: Monks and Mystics,2017-03-07
417860,Adventure,Emily is Away,2015-11-20
32330,Adventure,LEGO® Indiana Jones™: The Original Adventures,2008-06-03
200370,Strategy,A Game of Dwarves,2012-10-23
248450,Simulation,Salvation Prophecy,2013-10-07
331930,Action,TerraTech R&D Pack,2015-02-06
314150,Action,Double Dragon Trilogy,2015-01-15
755310,Video Production,CyberLink YouCam 7 Deluxe,2017-12-26
383120,Strategy,Empyrion - Galactic Survival,2015-08-05
295710,Racing,Darkwind: War on Wheels,2014-08-22
757800,Racing,Frontiers.io - Expansion Pack 3,2017-11-24
503710,Casual,Void,2016-08-16
547180,Strategy,Far East War,2013-08-28
339640,RPG,Jagged Alliance Online: Reloaded,2015-09-24
737320,Indie,"Fantasy Grounds - Noble Cause, Bloodied Hands (5E)",2017-10-18
767220,Casual,MapleStory (Original Game Soundtrack) : Arcane River,2017-12-13
740060,Action,Virality,2017-10-30
738870,Casual,ClickRaid - Halloween Pets/Cursor,2017-10-20
701860,Adventure,The Witch's Isle,2017-09-14
229600,Indie,Bientôt l'été,2013-02-06
680790,Strategy,Fantasy Grounds - Deities of the Haunted Highlands (Castles & Crusades),2017-07-25
2720,Strategy,ThreadSpace: Hyperbol,2007-07-12
386910,Massively Multiplayer,Wind of Luck: Arena - Caribbean Admiral pack,2015-08-20
531750,Indie,Army of Tentacles: OMG it's sequel content,2017-03-30
512230,Casual,Sally's Law,2016-08-24
373120,Action,Bernie Needs Love,2015-08-21
526300,Strategy,Gems of War - Demon Hunter Bundle,2016-10-28
691390,Adventure,Alchemage,2017-09-15
386640,Massively Multiplayer,Affected Zone Tactics,2015-11-17
614140,Indie,Illusoria,2017-05-30
468720,Simulation,Tabletop Simulator - In the Name of Odin,2017-04-28
297660,Adventure,Super Rad Raygun,2016-11-15
437070,Action,Warhammer: End Times - Vermintide Schluesselschloss,2016-03-07
748130,Indie,Sugy the Christmas elf,2017-12-06
448230,Early Access,AsteroidsHD,2016-03-04
462110,Indie,3 Coins At School,2016-04-20
482750,Simulation,Football Manager Touch 2017,2016-11-03
724020,Indie,World of Guns: US Army Guns Pack #1,2017-09-27
568460,Casual,Ghostory,2017-10-23
223710,Action,Cry of Fear,2013-04-25
580590,Indie,Cublast HD,2017-04-28
516530,Adventure,Chaos Of Hearts,2016-09-16
365470,Casual,Freestyle 2 - Sakun Limited Outfit Pkg,2015-05-11
32150,Strategy,Everyday Genius: SquareLogic,2009-10-09
395550,Action,Operation Hardcore,2016-12-28
756640,Adventure,Welcome to Orochi Park,2018-12-03
37390,Casual,Gemini Lost™,2009-09-24
580100,RPG,Darkest Dungeon®: The Crimson Court,2017-06-19
454870,Strategy,Magic Quest,2016-05-06
625450,Indie,Fantasy Grounds - Many-Legged Fiends (Token Pack),2017-04-24
591492,Indie,Pixel Puzzles Ultimate - Puzzle Pack: Landscapes XL,2017-02-14
410370,Indie,Huenison,2013-07-12
329430,Action,State of Decay: YOSE,2015-04-27
383660,RPG,Deluxe Upgrade for Shadowrun Chronicles,2015-07-06
362100,RPG,Hero Generations - Collector's Edition Content,2015-04-10
704130,RPG,Fantasy Grounds - Pathfinder RPG - Mummy's Mask AP 2: Empty Graves (PFRPG),2017-09-22
342849,Casual,Rocksmith® 2014 – Queens Of The Stone Age - “Make It Wit Chu”,2015-06-02
249990,Action,FORCED: Slightly Better Edition,2013-10-24
440880,Indie,The Count Lucanor,2016-03-03
484950,Strategy,Evil Maze,2016-06-17
681670,Indie,Elly The Jelly,2017-08-03
637930,Simulation,Weather Lord: Hidden Realm,2017-06-08
282590,Indie,Star Ruler 2,2015-03-27
741630,Adventure,Reroll: Back to the throne,2017-12-11
356630,Indie,Chip's Challenge 2: Editor,2015-05-28
586350,Action,UBERMOSH:WRAITH,2017-01-29
612300,Strategy,Sudden Strike Gold,2001-01-24
382467,RPG,Tales of Zestiria - Evangelion Costume Set,2015-11-10
359600,Adventure,Assassin’s Creed® Chronicles: Russia,2016-02-09
443460,Indie,Star Sky 2 - ブルームーン 2,2016-03-02
277843,Design &amp; Illustration,RPG Maker VX Ace - Dungeons and Volcanoes Tile Pack,2014-09-16
310490,Simulation,Crookz - The Big Heist,2015-08-25
703760,Simulation,Chopper: Attack helicopters,2017-09-15
271850,Strategy,Men of War: Assault Squad 2 - Deluxe Edition upgrade,2014-05-16
355020,Casual,Bomb The Monsters!,2015-11-06
434130,RPG,Witch and Hero(魔女と勇者),2016-04-21
574460,Indie,Fantasy Grounds - Mini-Dungeon #013: The Case of the Scrupulous Pawnbroker (PFRPG),2017-01-13
303990,Simulation,Don Bradman Cricket 14 Demo,2014-06-26
573600,Action,Think of the Children,2017-10-19
586930,Casual,Taken Souls: Blood Ritual Collector's Edition,2015-03-23
757980,Indie,Far from Noise Original Soundtrack,2017-11-26
206117,Casual,Rocksmith - 3 Doors Down - When I'm Gone,2012-10-16
340980,Strategy,Solar War Demo,2013-08-20
222608,Simulation,Train Simulator: MRCE ES 64 U2 'Taurus' Loco Add-On,2013-11-21
710790,Indie,Star Story: The Horizon Escape - ArtBook PDF (Devs support pack),2017-10-13
397122,Free to Play,Star Conflict: Fleet Strength - Blood Tormentor,2015-09-08
391240,Strategy,Forgotten Lore,2017-10-06
637759,Casual,Rocksmith® 2014 Edition – Remastered – Bachman-Turner Overdrive - “You Ain’t Seen Nothing Yet”,2017-10-17
644150,Adventure,Smogland,2017-06-28
625450,Strategy,Fantasy Grounds - Many-Legged Fiends (Token Pack),2017-04-24
741760,Indie,Tales of Escape - Illusion (VR),2017-10-26
567250,Indie,Cat Goes Platform,2017-04-01
536930,Free to Play,MOBIUS FINAL FANTASY™,2017-02-05
404200,Strategy,WARTILE,2017-03-17
668710,RPG,Steam Starter Pack,2017-07-13
313080,Strategy,The Masterplan,2015-06-04
704340,Sports,Multiplayer Mini-Golf Game Source Code (Full Project),2017-09-26
369822,Simulation,Rocksmith® 2014 – The Doors - “L.A. Woman”,2015-09-15
607550,Indie,Fantasy Grounds - Hellfrost: Pirates of the Crystal Flow (Savage Worlds),2017-03-15
611940,Strategy,Extra Character (Male #3) + Item Pack for Arcane RE-Raise,2017-04-03
365270,Strategy,Shadow Hunter,2015-04-20
687251,Massively Multiplayer,NosTale - Fairy Elemental Pack,2017-09-20
664050,Casual,StopTime Drive,2017-07-18
32750,Simulation,Comanche 4,2001-11-15
409160,Indie,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",2015-12-04
246070,Casual,Hack 'n' Slash,2014-09-09
393530,Simulation,Insanity Clicker,2016-06-07
258741,Web Publishing,RPG Maker VX Ace - Survival Horror Music Pack,2013-10-22
385470,Simulation,Railroad Lines,2015-07-10
421900,Indie,Shadowrun Chronicles: INFECTED Director's Cut,2015-12-10
304690,Massively Multiplayer,Star Sonata 2,Early 2017
517291,Indie,Just Deserts - Sleepwear Costume Set,2016-08-24
494527,Simulation,FSX Steam Edition: Night Environment: New York Add-On,2016-09-28
438902,Simulation,Pure Hold'em - Plume Card Deck,2016-11-23
514290,Indie,Factory Engineer,2017-03-20
418160,Strategy,Garden Rescue: Christmas Edition,2015-11-09
662400,Adventure,Steampunk Action Battle Simulator,2017-07-08
325790,Strategy,Fallen: A2P Protocol,2015-08-14
591030,Adventure,Unhappy Ever After: Blood Tales,2017-05-10
373120,Early Access,Bernie Needs Love,2015-08-21
420822,Video Production,FaceRig Trials Fusion DLC,2016-03-10
480770,Action,Dreamals,2017-04-26
291474,Design &amp; Illustration,RPG Maker VX Ace - Magnificent Quest Music Pack,2014-09-16
641940,Sports,The Last Sanctuary VR,2017-05-29
600000,Adventure,The St Christopher's School Lockdown,2017-10-18
386350,Indie,Rise: Battle Lines,2015-11-17
556300,Indie,Age of Farming,2016-11-18
322430,Action,Bubonic: Outbreak,2016-02-05
466210,Sports,Race & Destroy,2016-05-13
270170,Indie,Depression Quest,2014-08-11
521540,Casual,This World Unknown,2016-09-02
292300,Casual,Spy Fox In: Hold the Mustard,2000-12-31
311480,Action,Vertical Drop Heroes HD,2014-07-25
634180,Adventure,Darkarta: A Broken Heart's Quest Standard Edition,2017-08-28
517291,Casual,Just Deserts - Sleepwear Costume Set,2016-08-24
689990,Casual,Achievement Hunter: Darkness,2017-08-17
220900,Casual,Jack Lumber,2013-04-30
572160,Simulation,Golf for Workgroups,2017-04-06
568670,Indie,Heroes of Dark Dungeon,2017-01-04
695741,Action,EVE Online: 3 Months Omega Time,2017-10-03
380130,Action,Warhawks,Coming Soon
491830,Indie,Glow,2016-10-14
687220,Adventure,White Day - BlazBlue Collaboration Costume - Dal-Su Son,2017-08-22
396350,Action,Bleed 2,2017-02-08
297960,Simulation,MotoGP™14 Laguna Seca Red Bull US Grand Prix,2014-06-20
378890,Strategy,Burnstar - Original Soundtrack,2015-06-10
517050,Free to Play,Clean'Em Up OST,2012-07-01
530550,Indie,Bubble Jungle ® Super Chameleon Platformer World,2016-09-25
760740,Casual,Polaris,2017-12-20
331353,Action,USFIV: Classic Wild Pack,2014-12-16
350171,Action,Batman™: Arkham Knight - Prototype Batmobile Skin,2015-10-28
431510,Simulation,Mystic Destinies: Serendipity of Aeons,2016-02-11
732040,Indie,Corridor 15,2017-11-29
488440,Action,Angeldust,2016-11-18
654610,Action,Mr. Dubstep,2017-09-13
750342,Strategy,Tales from Candlekeep - Dragonbait's Dungeoneer Pack,2017-11-15
387340,RPG,Hyperdimension Neptunia U: Action Unleashed,2016-03-21
446990,Adventure,The Huntsman: Winter's Curse,2016-04-22
417750,Indie,Left Alone,2016-04-28
402430,Simulation,Out of the Park Baseball 17,2016-03-22
404770,Indie,SUPERFIGHT,2016-07-21
368640,Strategy,htoL#NiQ: The Firefly Diary / htoL#NiQ-ホタルノニッキ-,2016-05-18
340320,Indie,Sinless + OST,2015-12-16
387090,Simulation,Revolution : Virtual Playspace,2016-10-05
717540,Indie,De Mambo,2017-10-17
572500,Indie,The Shape Of Heart - Episode II,2017-04-20
536570,Simulation,FSX Steam Edition: Toposim Southern Africa Add-On,2017-01-11
282740,Action,Organic Panic,2014-05-14
369300,Adventure,Adventure Time: Finn and Jake Investigations,2015-12-01
435190,RPG,Shadowrun Chronicles: Missions,2016-02-24
629770,Indie,Tiny Echo,2017-08-31
552120,Simulation,Orbit - Playing with Gravity,2016-11-09
522500,RPG,WildStar: Jumpstart Pack,2016-09-28
266370,Action,Calibre 10 Racing,2014-03-26
513680,Casual,Maximum Archery The Game,2016-10-14
621050,Indie,Crazy Veggies,2017-04-28
316810,Indie,Shadowcrypt,2014-07-07
520860,Indie,Impulse of War,2017-02-24
512170,RPG,the research facility NO.507,2016-11-30
641450,Free to Play,Labyrinth - Starter Pack,2017-08-17
486120,Casual,Escape The Past,2016-09-14
363110,Strategy,NOBUNAGA'S AMBITION: Tendou with Power Up Kit / 信長の野望・天道 with パワーアップキット,2015-06-25
640200,Action,Metin2 - Rising Hero Pack,2017-05-22
618662,Web Publishing,RPG Maker MV - Medieval Bosses,2017-04-14
691660,Action,Achievement Hunter: Pharaoh,2017-08-21
580560,Adventure,Hero Barrier,2017-03-30
227060,Simulation,Hegemony Rome: The Rise of Caesar,2014-05-15
356880,Indie,Eron,2015-03-17
563210,Strategy,Order of Battle: Kriegsmarine,2017-04-20
362150,Indie,Ashes of Immortality II - Bad Blood,2017-02-13
366090,Strategy,Colony Survival,2017-06-16
701630,Action,Saint George | The Tree Of Secrets,Demo is available now!
660340,Indie,Robot King Part I: Rebooted and Ready,2017-10-14
519110,Casual,CLANNAD - Anthology Manga,2017-03-31
556920,Indie,Equilibrium Of Divinity,2017-10-16
706020,RPG,Fade to Silence,2017-12-14
731080,Action,Zaccaria Pinball - Magic Castle 2017 Table,2017-10-20
329680,Simulation,Task Force 1942: Surface Naval Action in the South Pacific,1992-01-01
304910,Action,Sky Gamblers: Storm Raiders,2015-01-07
15310,Strategy,The Settlers®: Heritage of Kings,2005-02-08
300780,RPG,Wanderlust Adventures - Official Soundtrack,2015-08-10
334560,Action,Square Heroes,2015-04-09
559640,RPG,Betrayal Collection,1997-07-31
6420,Simulation,Nexus - The Jupiter Incident,2004-11-05
304320,Simulation,4 Cars Pack,2014-05-26
657700,Adventure,The Automatician,2017-07-23
394490,Indie,Buildanauts,2017-05-04
605956,Action,Gorgos Embryo - Awesomenauts Droppod,2017-04-26
295013,Simulation,Rocksmith® 2014 – Foreigner - “Hot Blooded”,2014-09-30
284440,Simulation,Tropico 5 - Waterborne,2014-12-17
563103,Action,Ballistic Overkill - Shadow: Ninja,2017-03-27
288520,Simulation,Arma 3 Karts,2014-05-29
107821,Action,Rochard: Hard Times,2013-03-01
258352,Casual,Rocksmith® 2014 – Iron Maiden - “2 Minutes to Midnight”,2013-11-05
730670,Indie,EXIT 3 - Painter,2017-11-20
574450,RPG,Fantasy Grounds - Modern Tokens 2 (Token Pack),2017-01-03
544440,Strategy,Next Stop 2,2016-11-06
574460,Strategy,Fantasy Grounds - Mini-Dungeon #013: The Case of the Scrupulous Pawnbroker (PFRPG),2017-01-13
636610,Action,Nightmare Boy - OST,2017-12-21
707590,Early Access,Defense Clicker,2017-10-31
26007,Indie,The Maw: Speeder Lane,2009-04-29
575060,Indie,Nemo_D.O,2017-09-14
456660,Casual,Heartomics: Slime & Friends,2016-03-24
589651,Strategy,Pixel Puzzles Ultimate - Puzzle Pack: Pin-Ups,2017-02-03
215534,Indie,The Incredible Adventures of Van Helsing: Blue Blood,2013-06-27
222283,Action,Star Conflict: Pirate Pack - Corsair,2013-07-31
688890,RPG,Fantasy Grounds - Island of Death (Map Pack),2017-11-30
759800,Strategy,Everyday Lite,2017-12-12
391590,Adventure,Dream Chamber,2013-11-10
43006,Action,Front Mission Evolved: Last Stand,2010-11-23
623266,Simulation,TS Marketplace: Chessie Systems GP30 Livery Add-On,2017-12-08
450600,Casual,Safety Driving Simulator: Motorbike,2016-05-04
639310,Indie,Shantae: Pirate Queen's Quest,2017-08-29
721420,Indie,FIGHTING BOX,2017-10-25
465130,Action,Wicce,2016-05-05
483850,Action,Guns N' Boxes,2016-09-22
488580,Casual,Hover 2030,2016-06-14
758170,Indie,Krampus Quest,2017-12-20
338540,Action,Navy Field 2 : Conqueror of the Ocean,2015-03-05
731150,Action,Injustice™ 2 - Demons Shader Pack,2017-11-14
527510,Casual,The Legions of Rome,2016-09-16
675060,Strategy,Fantasy Grounds - Millennium Knights (Savage Worlds),2017-07-14
565400,Indie,On The Path - Guide to Gameplay,2017-02-08
642250,Massively Multiplayer,Ragnarok - ARK Expansion Map,2017-06-12
394040,Action,AIPD - Soundtrack,2016-01-28
476392,RPG,Forge of Gods: Team of Justice Pack,2016-08-24
407822,Sports,Pool Nation FX - Unlock Decals,2015-10-07
466540,Action,The Empire Strikes Back Character Pack,2016-08-02
266470,Simulation,Dark Horizons: Mechanized Corps,2014-07-22
469920,Massively Multiplayer,hackmud,2016-09-22
393350,Casual,Shu's Garden,2015-08-11
302610,Action,Boson X,2014-09-15
325090,Casual,Deep Dungeons of Doom,2014-10-14
650790,Strategy,The Chronicles of Dragon Wing - The Shadow of Magical Amethyst,2017-08-15
523760,Indie,Loot or Die,2016-09-16
411850,Simulation,Project Explore - OST,2015-10-19
485360,Action,Disgraced,2016-06-20
763730,Indie,Ragtag Adventurers,2017-12-20
274620,RPG,Skara - The Blade Remains,2017-02-03
480480,Indie,Slash or Die,2016-06-03
